College_Name,Districts,States,Ownership,Fees,Btech_Courses,Mtech_Courses,Rating
"SCAD Engineering College, Tirunelveli",Pattamadai, Tamil Nadu,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"SCAD Institute of Technology, Tirupur",Chithambalam, Tamil Nadu,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"SCAD Polytechnic College, Tirunelveli",Tirunelveli, Tamil Nadu,Private,Null,Null,Null,Null
"Scholar Institute of Technology and Management, Kamrup",Guwahati, Assam,Private,   4.50 L,B.E /B.Tech (5 Courses),Null,Null
"School Of Advanced Engineering, UPES, Dehradun",Dehradun, Uttarakhand,Private,   5.28 L,B.E /B.Tech (16 Courses),M.E /M.Tech. (15 Courses),3.9/5
"SOA Neemrana - School of Aeronautics, Neemrana",Neemrana, Rajasthan,Private,   7.36 L,B.E /B.Tech (2 Courses),Null,4.2/5
"School of Agricultural Sciences, GD Goenka University, Gurugram",Gurgaon, Haryana,Private,   6.60 L,Null,Null,Null
"School of Agriculture, Suresh Gyan Vihar University, Jaipur",Jaipur, Rajasthan,Private,   3.20 L,Null,Null,Null
"School of Allied Health Sciences, Datta Meghe Institute of Higher Education and Research, Wardha",Wardha, Maharashtra,Private,Null,Null,Null,Null
"School of Architecture and Planning, GD Goenka University, Gurugram",Gurgaon, Haryana,Private,   7.65 L,Null,Null,Null
"School of Architecture, Coimbatore Institute of Engineering and Technology, Coimbatore",Coimbatore, Tamil Nadu,Private,Null,Null,Null,Null
"School of Architecture, IPS Academy, Indore",Indore, Madhya Pradesh,Private,Null,Null,Null,3.5/5
"School of Architecture, PP Savani University, Surat",Surat, Gujarat,Private,   5.05 L,Null,Null,Null
"School of Artillery, Nashik",Nashik, Maharashtra,Private,Null,Null,Null,Null
"School of Biotechnology, Jawaharlal Nehru Technological University, Kakinada",Kakinada, Andhra Pradesh,Government,Null,Null,Null,Null
"School of Biotechnology, Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal, Madhya Pradesh,Government,   1.23 L,Null,Null,Null
"School of Business Management SVKM's Narsee Monjee Institute of Management Studies, Mumbai",Mumbai, Maharashtra,Private,   13 L,Null,Null,4.8/5
"School of Business, UPES Dehradun - School of Business, UPES, Dehradun",Dehradun, Uttarakhand,Private,   17.05 L,Null,Null,4.1/5
"School of Computer Science and Engineering, XIM University, Bhubaneswar",Harirajpur, Odisha,Private,   8.92 L,Null,Null,Null
"School of Computer Science and Information Technology, Devi Ahilya Vishwavidyalaya, Indore",Indore, Madhya Pradesh,Government,   1.15 L,Null,M.E /M.Tech. (3 Courses),4.2/5
"School of Computer Science and IT Maulana Azad National Urdu University, Hyderabad",Hyderabad, Telangana,Government,Null,Null,Null,Null
"School of Computer Science, UPES Dehradun - School of Computer Science, UPES, Dehradun",Dehradun, Uttarakhand,Private,   20.77 L,B.E /B.Tech (14 Courses),M.E /M.Tech. (3 Courses),4.1/5
"School of Data Science and Forecasting, Devi Ahilya Vishwavidyalaya, Indore",Indore, Madhya Pradesh,Government,   72.42 K,Null,M.E /M.Tech. (3 Courses),5.0/5
"School of Design Media and Creative Arts, Jain University, Bangalore",Bangalore, Karnataka,Private,Null,Null,Null,Null
"School of Design, PP Savani University, Surat",Surat, Gujarat,Private,   10 L,Null,Null,Null
"School of Design, UPES Dehradun - School of Design, UPES, Dehradun",Dehradun, Uttarakhand,Private,   22.49 L,Null,Null,4.0/5
"School of Diploma Engineering, Ganga Technical Campus, Bahadurgarh",Bahadurgarh, Haryana,Private,   1.05 L,Null,Null,5.0/5
"School of Diploma Studies, RK University, Rajkot",Rajkot, Gujarat,Private,Null,Null,Null,Null
"School of Electronics, Devi Ahilya University, Indore",Indore, Madhya Pradesh,Government,   38.42 K,Null,M.E /M.Tech. (3 Courses),Null
"School of Energy and Environmental Studies, Devi Ahilya Vishwavidyalaya, Indore",Indore, Madhya Pradesh,Government,Null,Null,Null,Null
"School of Energy and Environment Management, Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal, Madhya Pradesh,Government,Null,Null,Null,Null
"School of Energy Technology, Pandit Deendayal Energy University, Gandhinagar",Gandhinagar, Gujarat,Private,   9.60 L,B.E /B.Tech (4 Courses),M.E /M.Tech. (4 Courses),5.0/5
"School of Engineering and Emerging Technologies, Baddi University of Emerging Sciences and Technology, Baddi",Baddi, Himachal Pradesh,Private,   4.31 L,B.E /B.Tech (6 Courses),M.E /M.Tech. (4 Courses),4.2/5
"School of Engineering and Technology, Ganga Technical Campus, Bahadurgarh",Bahadurgarh, Haryana,Private,Null,B.E /B.Tech (5 Courses),M.E /M.Tech. (5 Courses),Null
"School of Engineering and Technology, ITM University, Gwalior",Gwalior, Madhya Pradesh,Private,   5.96 L,Null,Null,Null
"SET MRIIRS - School of Engineering and Technology, Manav Rachna International Institute of Research and Studies, Faridabad",Faridabad, Haryana,Private,   9.96 L,B.E /B.Tech (20 Courses),M.E /M.Tech. (6 Courses),4.5/5
"School of Engineering and Technology, Mizoram University, Aizawl",Aizawl, Mizoram,Government,   1.30 L,Null,Null,5.0/5
"School of Engineering and Technology, Mody University of Science and Technology, Lakshmangarh",Laxmangarh, Rajasthan,Private,   9.24 L,Null,Null,4.0/5
"School of Engineering and Technology, Nagaland University, Dimapur",Dimapur, Nagaland,Government,   87.22 K,Null,Null,Null
"School of Engineering and Technology, Sri Padmavati Mahila Visvavidyalayam, Tirupati",Tirupati, Andhra Pradesh,Government,   2.23 L,Null,Null,4.0/5
"School of Engineering and Technology, University of Technology, Jaipur",Jaipur, Rajasthan,Private,   3.60 L,Null,Null,Null
"School of Engineering and Technology, Vikrant University, Gwalior",Ratwai, Madhya Pradesh,Private,Null,B.E /B.Tech (7 Courses),M.E /M.Tech. (5 Courses),Null
"School of Engineering CUSAT - School of Engineering, Cochin University of Science and Technology, Ernakulam",Kochi, Kerala,Government,   7.53 L,B.E /B.Tech (12 Courses),M.E /M.Tech. (17 Courses),4.3/5
"School of Engineering, Manav Rachna University, Faridabad",Faridabad, Haryana,Private,   7.66 L,Null,Null,5.0/5
"School of Engineering, OP Jindal University, Raigarh",Raigarh, Chhattisgarh,Private,   5.53 L,Null,Null,Null
"School of Engineering, Sri Satya Sai University of Technology and Medical Sciences, Sehore",Sehore, Madhya Pradesh,Private,   2.12 L,Null,Null,Null
"School of Engineering, University of Mysore, Mysuru",Mysuru, Karnataka,Government,Null,Null,Null,Null
"School of Environment and Architecture, Mumbai",Mumbai, Maharashtra,Private,   11.66 L,Null,Null,Null
"School of Food Technology, Jawaharlal Nehru Technological University, Kakinada",Kakinada, Andhra Pradesh,Government,Null,Null,Null,Null
"School of Health Sciences and Technology, UPES, Dehradun",Dehradun, Uttarakhand,Private,   17.68 L,Null,Null,4.0/5
"School of Human Settlements, XIM University, Bhubaneswar",Bhubaneswar, Odisha,Private,   5.80 L,Null,Null,Null
"School of Information Technology, Jawaharlal Nehru Technological University, Hyderabad",Hyderabad, Telangana,Government,Null,Null,M.E /M.Tech. (4 Courses),3.5/5
"School of Information Technology, Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal, Madhya Pradesh,Government,Null,Null,M.E /M.Tech. (4 Courses),4.2/5
"School of Management Sciences, Lucknow",Lucknow, Uttar Pradesh,Private,   2.82 L,B.E /B.Tech (7 Courses),Null,3.7/5
"School of Maritime Studies, Vel's Institute of Science Technology and Advanced Studies, Chennai",Chennai, Tamil Nadu,Private,   11.62 L,Null,Null,Null
"School of Mathematics, Applied Statistics and Analytics, Narsee Monjee Institute of Management Studies, Mumbai",Mumbai, Maharashtra,Private,   4.50 L,Null,Null,4.0/5
"School of Mines KGF, Kolar",Kolar, Karnataka,Government,   12.81 K,Null,Null,Null
"School of Nanotechnology, Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal, Madhya Pradesh,Government,Null,Null,Null,Null
"School of Physics, Devi Ahilya Vishwavidyalaya, Indore",Indore, Madhya Pradesh,Government,Null,Null,Null,5.0/5
SPA Bhopal - School of Planning and Architecture Bhopal,Bhopal, Madhya Pradesh,Government,   3.52 L,Null,Null,4.0/5
SPA Delhi - School of Planning and Architecture Delhi,New Delhi, Delhi,Government,   4.76 L,Null,Null,4.3/5
"SPA Mysore - School of Planning and Architecture University of Mysore, Mysore",Mysuru, Karnataka,Government,   11.50 L,Null,Null,Null
SPA Vijayawada - School of Planning and Architecture Vijayawada,Vijayawada, Andhra Pradesh,Government,   4.75 L,Null,Null,4.4/5
"School of Postgraduate Studies Tamil Nadu Agricultural University, Coimbatore",Coimbatore, Tamil Nadu,Government,   1.06 L,Null,Null,Null
"School of Research and Technology People's University, Bhopal",Bhopal, Madhya Pradesh,Private,   2.64 L,B.E /B.Tech (6 Courses),Null,4.5/5
"School of Studies in Electronics and Photonics, Pt Ravishankar Shukla University, Raipur",Raipur, Chhattisgarh,Government,Null,Null,Null,Null
"School of Studies in Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",Bilaspur, Chhattisgarh,Government,   1.10 L,Null,Null,4.0/5
"School of Technology, Pandit Deendayal Energy University, Gandhinagar",Gandhinagar, Gujarat,Private,   9.84 L,B.E /B.Tech (5 Courses),Null,4.0/5
"Science College, Hinjilicut",Hinjilicut, Odisha,Private,   1.11 L,Null,Null,3.5/5
"Scient Institute of Technology, Ibrahimpatnam",Rangareddy, Telangana,Private,   3.17 L,B.E /B.Tech (4 Courses),Null,4.2/5
"SCM Institute of Engineering and Technology, Kolkata",Kolkata, West Bengal,Private,   54 K,Null,Null,3.8/5
"SCMS College of Polytechnics, Ernakulam",Ernakulam, Kerala,Private,Null,Null,Null,Null
"SCMS Ernakulam - SCMS School of Architecture, Ernakulam",Ernakulam, Kerala,Private,   5.63 L,Null,Null,3.0/5
"SCMS School of Engineering and Technology, Ernakulam",Ernakulam, Kerala,Private,Null,B.E /B.Tech (10 Courses),M.E /M.Tech. (6 Courses),4.0/5
"SCOPE College of Engineering, Bhopal",Bhopal, Madhya Pradesh,Private,Null,B.E /B.Tech (4 Courses),M.E /M.Tech. (5 Courses),3.8/5
"SCOPE Global Skills University, Bhopal",Bhopal, Madhya Pradesh,Private,Null,Null,Null,Null
"SCT Institute of Technology, Bangalore",Bangalore, Karnataka,Private,Null,B.E /B.Tech (4 Courses),Null,Null
"SCT Polytechnic, Bengaluru",Bangalore, Karnataka,Private,   62.27 K,Null,Null,Null
"PICT Pune - SCTR's Pune Institute of Computer Technology, Pune",Pune, Maharashtra,Private,Null,B.E /B.Tech (5 Courses),M.E /M.Tech. (4 Courses),3.8/5
"SD College of Engineering and Technology, Muzaffarnagar",Muzaffarnagar, Uttar Pradesh,Private,   2.56 L,B.E /B.Tech (7 Courses),Null,3.6/5
"SDMCET Dharwad - SDM College of Engineering and Technology, Dharwad",Dharwad, Karnataka,Private,   10.73 L,B.E /B.Tech (8 Courses),M.E /M.Tech. (7 Courses),4.0/5
"SD Mewat Institute of Engineering and Technology- Technical Campus, Mewat",Mewat, Haryana,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"SDM Technical Institute, Ujire",Ujire, Karnataka,Private,Null,Null,Null,Null
"SDNCRES's Late Narayandas Bhawandas Chhabada Institute of Engineering and Technology, Satara",Satara, Maharashtra,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"SD Polytechnic College, Faridabad",Faridabad, Haryana,Private,Null,Null,Null,Null
"SD Polytechnic, Muzaffarnagar",Muzaffarnagar, Uttar Pradesh,Private,Null,Null,Null,Null
"SDPS Women's College, Indore",Indore, Madhya Pradesh,Private,Null,Null,Null,4.2/5
"SD Shanti Niketan Institute of Engineering and Technology, Hisar",Hisar, Haryana,Private,Null,Null,Null,Null
"SEACET Bangalore - SEA College of Engineering and Technology, Bangalore",Bangalore, Karnataka,Private,Null,B.E /B.Tech (9 Courses),M.E /M.Tech. (2 Courses),3.4/5
"SEA College of Science, Commerce and Arts, Bangalore",Bangalore, Karnataka,Private,Null,Null,Null,Null
"Seacom Engineering College, Howrah",Jala Dhulagiri, West Bengal,Private,Null,B.E /B.Tech (9 Courses),Null,2.4/5
"Seacom Skills University, Birbhum",Birbhum, West Bengal,Private,   2.98 L,B.E /B.Tech (5 Courses),M.E /M.Tech. (11 Courses),4.5/5
"Seacom Skills University School of Engineering and Technology, Birbhum",Birbhum, West Bengal,Private,   2.98 L,Null,Null,Null
"Seamedu School of Pro-Expressionism, Bengaluru",Bangalore, Karnataka,Private,Null,Null,Null,Null
"Seamedu School of Pro-Expressionism, Gurugram",Gurgaon, Haryana,Private,Null,Null,Null,Null
"SIET Bijapur - SECAB Institute of Engineering and Technology, Bijapur",Vijayapura, Karnataka,Private,Null,B.E /B.Tech (5 Courses),M.E /M.Tech. (6 Courses),Null
"SECT College of Professional Education, Bhopal",Bhopal, Madhya Pradesh,Private,Null,Null,Null,Null
"SECT Group of Institutes, Patiala",Rajpura, Punjab,Private,   3.39 L,B.E /B.Tech (6 Courses),M.E /M.Tech. (3 Courses),Null
"Seemanta Engineering College, Mayurbhanj",Mayurbhanj, Odisha,Private,Null,B.E /B.Tech (6 Courses),Null,3.7/5
"SRC College Trichy - Seethalakshmi Ramaswami College, Tiruchirappalli",Tiruchirappalli, Tamil Nadu,Government,Null,Null,Null,4.9/5
"Seethi Sahib Memorial Polytechnic College, Tirur",Malappuram, Kerala,Private,   76.83 K,Null,Null,Null
"Seikalathur Kamatchi Amman Polytechnic College, Sivagangi",Seikalathur, Tamil Nadu,Private,   1.05 L,Null,Null,Null
"SelaQui Academy of Higher Education, Dehradun",Dehradun, Uttarakhand,Private,Null,B.E /B.Tech (4 Courses),Null,Null
"Selvam College of Technology, Namakkal",Pappinayakkanpatti, Tamil Nadu,Private,Null,B.E /B.Tech (9 Courses),M.E /M.Tech. (4 Courses),Null
"Selvamm Arts and Science College, Namakkal",Namakkal, Tamil Nadu,Private,Null,Null,Null,Null
"Sembodai Rukmani Varatharajan Engineering College, Nagapattinam",Sembodai, Tamil Nadu,Private,   1.60 L,B.E /B.Tech (5 Courses),M.E /M.Tech. (4 Courses),Null
"Sembodai RV Polytechnic College, Nagapattinam",Nagapattinam, Tamil Nadu,Private,Null,Null,Null,Null
"Sengunthar Arts and Science College, Namakkal",Neikkarappatti, Tamil Nadu,Private,Null,Null,Null,Null
"Sengunthar College of Engineering, Tiruchengode",Tiruchengode, Tamil Nadu,Private,Null,B.E /B.Tech (4 Courses),Null,5.0/5
"Sengunthar Engineering College, Tiruchengode",Tiruchengode, Tamil Nadu,Private,   2 L,B.E /B.Tech (11 Courses),M.E /M.Tech. (4 Courses),5.0/5
"Senthur Polytechnic College, Avinashi",Savakkattupalayam, Tamil Nadu,Private,Null,Null,Null,Null
"Seshachala Institute of Engineering and Technology, Puttur",Chittoor, Andhra Pradesh,Private,Null,B.E /B.Tech (5 Courses),M.E /M.Tech. (2 Courses),Null
"Seshachala Institute of Engineering and Technology, Tirupati",Tirupati, Andhra Pradesh,Private,Null,B.E /B.Tech (5 Courses),M.E /M.Tech. (2 Courses),Null
"Seshachala Institute of Technology, Puttur",Chittoor, Andhra Pradesh,Private,Null,B.E /B.Tech (5 Courses),Null,3.5/5
"Seshachala Polytechnic College, Chittoor",Chittoor, Andhra Pradesh,Private,Null,Null,Null,Null
"GEC Gudlavalleru - Seshadri Rao Gudlavalleru Engineering College, Gudlavalleru",Krishna, Andhra Pradesh,Private,   2.67 L,B.E /B.Tech (9 Courses),M.E /M.Tech. (5 Courses),4.1/5
"Seshasayee Institute of Technology, Tiruchirappalli",Tiruchirappalli, Tamil Nadu,Private,Null,Null,Null,Null
"SES Polytechnic College, Siruguppa",Bellary, Karnataka,Private,Null,Null,Null,Null
"SES Polytechnic, Solapur",Solapur, Maharashtra,Private,Null,Null,Null,Null
"Seth Haribaksh Lohia Jairam Mahila Polytechnic, Kurukshetra",Kurukshetra, Haryana,Private,   65.10 K,Null,Null,Null
"JMIT - Seth Jai Parkash Mukand Lal Institute of Engineering and Technology, Yamunanagar",Yamuna Nagar, Haryana,Private,   4.84 L,B.E /B.Tech (8 Courses),Null,3.4/5
"Seth Jai Parkash Polytechnic, Yamuna Nagar",Damla, Haryana,Private,   22.05 K,Null,Null,3.8/5
"Seth Sriniwas Agarwal Institute of Engineering and Technology, Kanpur",Naramau, Uttar Pradesh,Private,   3.40 L,B.E /B.Tech (7 Courses),Null,Null
"Sethu Institute of Technology, Kariapatti",S.Kallupatti, Tamil Nadu,Private,Null,B.E /B.Tech (16 Courses),M.E /M.Tech. (5 Courses),4.3/5
"Seth Vishambhar Nath Institute of Engineering and Technology, Barabanki",Barabanki, Uttar Pradesh,Private,   3.37 L,B.E /B.Tech (7 Courses),Null,Null
"SET Polytechnic, Mandya",Melukote, Karnataka,Private,Null,Null,Null,Null
"Sevdie Institute of Management and Technology, Lucknow",Lucknow, Uttar Pradesh,Private,Null,Null,Null,Null
"SGBIT Belgaum - SG Balekundri Institute of Technology, Belgaum",Belgaum, Karnataka,Private,   7.42 L,B.E /B.Tech (7 Courses),Null,4.5/5
"SGBB Government Polytechnic College, Sirohi",Sirohi, Rajasthan,Government,Null,Null,Null,Null
"SGBMITS Jabalpur - SGBM Institute of Technology and Science, Jabalpur",Sukha, Madhya Pradesh,Private,Null,B.E /B.Tech (8 Courses),Null,Null
"SGES's Dr NA Magadum Polytechnic, Ankali",Belgaum, Karnataka,Private,Null,Null,Null,Null
"SGGS Khalsa College, Hoshiarpur",Hoshiarpur, Punjab,Private,Null,Null,Null,Null
"SGI School of Architecture, Bhubaneswar",Kuanilo, Odisha,Private,Null,Null,Null,Null
"SGM Government Polytechnic, Abdullapurmet",Hyderabad, Telangana,Government,Null,Null,Null,5.0/5
"SGT Institute of Engineering and Technology, Gurgaon",Gurgaon, Haryana,Private,Null,B.E /B.Tech (5 Courses),M.E /M.Tech. (3 Courses),3.5/5
"Shaaz College of Engineering and Technology, Moinabad",Hyderabad, Telangana,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"SCET Hyderabad - Shadan College of Engineering and Technology, Hyderabad",Hyderabad, Telangana,Private,Null,B.E /B.Tech (10 Courses),M.E /M.Tech. (8 Courses),2.2/5
"Shadan Women's College of Engineering and Technology, Hyderabad",Hyderabad, Telangana,Private,Null,B.E /B.Tech (7 Courses),M.E /M.Tech. (4 Courses),3.2/5
"Shah and Anchor Kutchhi Engineering College, Mumbai",Mumbai, Maharashtra,Private,   5.41 L,B.E /B.Tech (8 Courses),M.E /M.Tech. (3 Courses),3.3/5
"Shah and Anchor Kutchhi Polytechnic, Mumbai",Mumbai, Maharashtra,Private,   2.46 L,Null,Null,Null
"Shaheed Bhagat Singh Polytechnic For Engineering, Yamunanagar",Jaroda, Haryana,Private,   66 K,Null,Null,Null
"Shaheed Bhagat Singh State University, Ferozepur",Firozpur, Punjab,Government,Null,B.E /B.Tech (7 Courses),Null,4.0/5
"Shaheed Capt DK Khola Technical Campus, Rewari",Zainabad, Haryana,Private,Null,Null,Null,Null
"Shaheed Nand Singh Government Polytechnic College, Bareta",Bareta, Punjab,Government,   87.45 K,Null,Null,Null
"Shaheed Rajguru College of Applied Science for Women, Delhi",New Delhi, Delhi,Government,   67.59 K,Null,Null,4.3/5
"Shaheed Udham Singh College of Engineering and Technology, Mohali",Tangori, Punjab,Private,   3.20 L,B.E /B.Tech (5 Courses),M.E /M.Tech. (3 Courses),2.2/5
"Shaheed Udham Singh Engineering College, Mohali",Tangori, Punjab,Private,   3.20 L,B.E /B.Tech (4 Courses),Null,5.0/5
"Shaheed Udham Singh Engineering College, Tangori",Tangori, Punjab,Private,   3.20 L,B.E /B.Tech (4 Courses),Null,4.0/5
"Shaheed Udham Singh Government College, Sunam",Sunam, Punjab,Government,Null,Null,Null,Null
"Shaheed Udham Singh Polytechnic College, Mohali",Mohali, Punjab,Private,   4.19 K,Null,Null,Null
"Shaheed Virendra Singh Sirohi Institute of Technology, Ramabai Nagar",Kanpur Dehat, Uttar Pradesh,Private,Null,Null,Null,Null
"Shahjehan College of Engineering and Technology, Chevella",Chevella, Telangana,Private,   3.80 L,B.E /B.Tech (6 Courses),Null,Null
"Shahul Hameed Memorial Engineering College, Kollam",Kollam, Kerala,Private,Null,B.E /B.Tech (6 Courses),M.E /M.Tech. (2 Courses),3.0/5
"Shaikh College of Engineering and Technology, Belgaum",Belgaum, Karnataka,Private,Null,B.E /B.Tech (4 Courses),Null,4.5/5
"Shakambhari Institute of Higher Education and Technology, Roorkee",Roorkee, Uttarakhand,Private,Null,Null,Null,Null
"Shakthi Institute of Fashion Technology, Tiruppur",Tiruppur, Tamil Nadu,Private,Null,Null,Null,Null
